Descrição dos resultados obtidos,,,,,,,,,,,,
*IPE: Índice de Permanência Estrutural (%),,,,,,,,,,,,
Produto de classificação (SEM USO DE MÁSCARA),Tamanho do kernel (n X n),Exatidão Global,IPE* (EG[C. Original] / EG[Pontual]),,Kappa Global,Ac. Prod - Secondary Vegetation,Ac. Prod - Water,Ac. Prod - Dirt road,Ac. Prod - Forest,Ac. Prod - Clean Pasture,Ac. Prod - Dirty Pasture,
Mapa_classificação_contextual7X7_MPAD_54DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,54
Mapa_classificação_contextual7X7_MPAD_55DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,55
Mapa_classificação_contextual7X7_MPAD_56DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,56
Mapa_classificação_contextual7X7_MPAD_57DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,57
Mapa_classificação_contextual7X7_MPAD_58DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,58
Mapa_classificação_contextual7X7_MPAD_59DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,59
Mapa_classificação_contextual7X7_MPAD_60DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,60
Mapa_classificação_contextual7X7_MPAD_61DP.tif,7,0.81,-1.49,17.11,0.77,0.97,0.98,0.24,0.98,0.77,0.94,61
Mapa_classificação_contextual7X7_MPAD_62DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,62
Mapa_classificação_contextual7X7_MPAD_63DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,63
Mapa_classificação_contextual7X7_MPAD_64DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,64
Mapa_classificação_contextual7X7_MPAD_65DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,65
Mapa_classificação_contextual7X7_MPAD_66DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,66
Mapa_classificação_contextual7X7_MPAD_67DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,67
Mapa_classificação_contextual7X7_MPAD_68DP.tif,7,0.81,-1.86,16.67,0.77,0.97,0.97,0.23,0.98,0.77,0.94,68
Mapa_classificação_contextual7X7_MPAD_69DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,69
Mapa_classificação_contextual7X7_MPAD_70DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,70
Mapa_classificação_contextual7X7_MPAD_71DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,71
Mapa_classificação_contextual7X7_MPAD_72DP.tif,7,0.81,-2.11,16.37,0.77,0.97,0.96,0.22,0.98,0.77,0.94,72
Mapa_classificação_contextual7X7_MPAD_73DP.tif,7,0.81,-2.23,16.22,0.77,0.97,0.96,0.22,0.98,0.77,0.94,73
Mapa_classificação_contextual7X7_MPAD_74DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,74
Mapa_classificação_contextual7X7_MPAD_75DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,75
Mapa_classificação_contextual7X7_MPAD_76DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,76
Mapa_classificação_contextual7X7_MPAD_77DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,77
Mapa_classificação_contextual7X7_MPAD_78DP.tif,7,0.8,-2.48,15.93,0.76,0.97,0.94,0.22,0.98,0.77,0.94,78
Mapa_classificação_contextual7X7_MPAD_79DP.tif,7,0.8,-2.61,15.78,0.76,0.97,0.94,0.22,0.98,0.77,0.94,79
Mapa_classificação_contextual7X7_MPAD_80DP.tif,7,0.8,-2.73,15.63,0.76,0.97,0.93,0.22,0.98,0.77,0.94,80
Mapa_classificação_contextual7X7_MPAD_81DP.tif,7,0.8,-2.73,15.63,0.76,0.97,0.93,0.22,0.98,0.77,0.94,81
Mapa_classificação_contextual7X7_MPAD_82DP.tif,7,0.8,-2.85,15.49,0.76,0.97,0.93,0.22,0.98,0.77,0.94,82
Mapa_classificação_contextual7X7_MPAD_83DP.tif,7,0.8,-2.85,15.49,0.76,0.97,0.93,0.22,0.98,0.77,0.94,83
Mapa_classificação_contextual7X7_MPAD_84DP.tif,7,0.8,-2.98,15.34,0.76,0.97,0.92,0.22,0.98,0.77,0.94,84
Mapa_classificação_contextual7X7_MPAD_85DP.tif,7,0.8,-3.23,15.04,0.76,0.97,0.91,0.21,0.98,0.77,0.94,85
Mapa_classificação_contextual7X7_MPAD_86DP.tif,7,0.8,-3.23,15.04,0.76,0.97,0.91,0.21,0.98,0.77,0.94,86
Mapa_classificação_contextual7X7_MPAD_87DP.tif,7,0.8,-3.35,14.9,0.76,0.97,0.91,0.21,0.98,0.77,0.94,87
Mapa_classificação_contextual7X7_MPAD_88DP.tif,7,0.8,-3.47,14.75,0.75,0.97,0.9,0.21,0.98,0.77,0.94,88
Mapa_classificação_contextual7X7_MPAD_89DP.tif,7,0.79,-3.6,14.6,0.75,0.97,0.9,0.21,0.98,0.77,0.94,89
Mapa_classificação_contextual7X7_MPAD_90DP.tif,7,0.79,-3.6,14.6,0.75,0.97,0.9,0.21,0.98,0.77,0.94,90
Mapa_classificação_contextual7X7_MPAD_91DP.tif,7,0.79,-3.72,14.45,0.75,0.97,0.89,0.21,0.98,0.77,0.94,91
Mapa_classificação_contextual7X7_MPAD_92DP.tif,7,0.79,-3.85,14.31,0.75,0.97,0.88,0.21,0.98,0.77,0.94,92
Mapa_classificação_contextual7X7_MPAD_93DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,93
Mapa_classificação_contextual7X7_MPAD_94DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,94
Mapa_classificação_contextual7X7_MPAD_95DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,95
Mapa_classificação_contextual7X7_MPAD_96DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,96
Mapa_classificação_contextual7X7_MPAD_97DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,97
Mapa_classificação_contextual7X7_MPAD_98DP.tif,7,0.79,-4.22,13.86,0.75,0.97,0.87,0.21,0.98,0.77,0.94,98
Mapa_classificação_contextual7X7_MPAD_99DP.tif,7,0.79,-4.59,13.42,0.74,0.97,0.85,0.21,0.98,0.77,0.94,99
Mapa_classificação_contextual7X7_MPAD_100DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,100
Mapa_classificação_contextual7X7_MPAD_101DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,101
Mapa_classificação_contextual7X7_MPAD_102DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,102
Mapa_classificação_contextual7X7_MPAD_103DP.tif,7,0.78,-4.96,12.98,0.74,0.97,0.83,0.21,0.98,0.77,0.94,103
Mapa_classificação_contextual7X7_MPAD_104DP.tif,7,0.78,-5.21,12.68,0.74,0.97,0.82,0.21,0.98,0.77,0.94,104
Mapa_classificação_contextual7X7_MPAD_105DP.tif,7,0.78,-5.46,12.39,0.73,0.97,0.8,0.21,0.98,0.77,0.94,105
Mapa_classificação_contextual7X7_MPAD_106DP.tif,7,0.78,-5.46,12.39,0.73,0.97,0.8,0.21,0.98,0.77,0.94,106
Mapa_classificação_contextual7X7_MPAD_107DP.tif,7,0.78,-5.58,12.24,0.73,0.97,0.8,0.21,0.98,0.77,0.94,107
Mapa_classificação_contextual7X7_MPAD_108DP.tif,7,0.78,-5.58,12.24,0.73,0.97,0.8,0.21,0.98,0.77,0.94,108
Mapa_classificação_contextual7X7_MPAD_109DP.tif,7,0.78,-5.83,11.95,0.73,0.97,0.79,0.21,0.98,0.77,0.94,109
Mapa_classificação_contextual7X7_MPAD_110DP.tif,7,0.78,-5.83,11.95,0.73,0.97,0.79,0.21,0.98,0.77,0.94,110
Mapa_classificação_contextual7X7_MPAD_111DP.tif,7,0.77,-6.08,11.65,0.73,0.97,0.77,0.21,0.98,0.77,0.94,111
Mapa_classificação_contextual7X7_MPAD_112DP.tif,7,0.77,-6.2,11.5,0.73,0.97,0.77,0.21,0.98,0.77,0.94,112
Mapa_classificação_contextual7X7_MPAD_113DP.tif,7,0.77,-6.45,11.21,0.73,0.97,0.75,0.21,0.98,0.77,0.94,113
Mapa_classificação_contextual7X7_MPAD_114DP.tif,7,0.77,-6.45,11.21,0.73,0.97,0.75,0.21,0.98,0.77,0.94,114
Mapa_classificação_contextual7X7_MPAD_115DP.tif,7,0.77,-6.58,11.06,0.72,0.97,0.75,0.21,0.98,0.77,0.94,115
Mapa_classificação_contextual7X7_MPAD_116DP.tif,7,0.77,-6.58,11.06,0.72,0.97,0.75,0.21,0.98,0.77,0.94,116
Mapa_classificação_contextual7X7_MPAD_117DP.tif,7,0.77,-6.7,10.91,0.72,0.97,0.74,0.21,0.98,0.77,0.94,117
Mapa_classificação_contextual7X7_MPAD_118DP.tif,7,0.77,-6.82,10.77,0.72,0.97,0.74,0.21,0.98,0.77,0.94,118
Mapa_classificação_contextual7X7_MPAD_119DP.tif,7,0.77,-6.82,10.77,0.72,0.97,0.74,0.21,0.98,0.77,0.94,119
Mapa_classificação_contextual7X7_MPAD_120DP.tif,7,0.77,-7.07,10.47,0.72,0.97,0.72,0.21,0.98,0.77,0.94,120
Mapa_classificação_contextual7X7_MPAD_121DP.tif,7,0.76,-7.2,10.32,0.72,0.97,0.72,0.21,0.98,0.77,0.94,121
Mapa_classificação_contextual7X7_MPAD_122DP.tif,7,0.76,-7.32,10.18,0.72,0.97,0.71,0.21,0.98,0.77,0.94,122
Mapa_classificação_contextual7X7_MPAD_123DP.tif,7,0.76,-7.44,10.03,0.72,0.97,0.71,0.21,0.98,0.77,0.94,123
Mapa_classificação_contextual7X7_MPAD_124DP.tif,7,0.76,-7.57,9.88,0.71,0.97,0.7,0.21,0.98,0.77,0.94,124
Mapa_classificação_contextual7X7_MPAD_125DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,125
Mapa_classificação_contextual7X7_MPAD_126DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,126
Mapa_classificação_contextual7X7_MPAD_127DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,127
Mapa_classificação_contextual7X7_MPAD_128DP.tif,7,0.76,-8.07,9.29,0.71,0.97,0.67,0.21,0.98,0.77,0.94,128
Mapa_classificação_contextual7X7_MPAD_129DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,129
Mapa_classificação_contextual7X7_MPAD_130DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,130
Mapa_classificação_contextual7X7_MPAD_131DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,131
Mapa_classificação_contextual7X7_MPAD_132DP.tif,7,0.75,-8.44,8.85,0.71,0.97,0.66,0.21,0.98,0.77,0.94,132
Mapa_classificação_contextual7X7_MPAD_133DP.tif,7,0.75,-8.81,8.41,0.7,0.97,0.64,0.21,0.98,0.77,0.94,133
Mapa_classificação_contextual7X7_MPAD_134DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,134
Mapa_classificação_contextual7X7_MPAD_135DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,135
Mapa_classificação_contextual7X7_MPAD_136DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,136
Mapa_classificação_contextual7X7_MPAD_137DP.tif,7,0.75,-9.18,7.97,0.7,0.97,0.62,0.21,0.98,0.77,0.94,137
Mapa_classificação_contextual7X7_MPAD_138DP.tif,7,0.75,-9.55,7.52,0.69,0.97,0.6,0.21,0.98,0.77,0.94,138
Mapa_classificação_contextual7X7_MPAD_139DP.tif,7,0.74,-9.8,7.23,0.69,0.97,0.59,0.21,0.98,0.77,0.94,139
Mapa_classificação_contextual7X7_MPAD_140DP.tif,7,0.74,-9.93,7.08,0.69,0.97,0.58,0.21,0.98,0.77,0.94,140
Mapa_classificação_contextual7X7_MPAD_141DP.tif,7,0.74,-10.05,6.93,0.69,0.97,0.58,0.21,0.98,0.77,0.94,141
Mapa_classificação_contextual7X7_MPAD_142DP.tif,7,0.74,-10.17,6.79,0.69,0.97,0.57,0.21,0.98,0.77,0.94,142
Mapa_classificação_contextual7X7_MPAD_143DP.tif,7,0.74,-10.3,6.64,0.69,0.97,0.56,0.21,0.98,0.77,0.94,143
Mapa_classificação_contextual7X7_MPAD_144DP.tif,7,0.74,-10.3,6.64,0.69,0.97,0.56,0.21,0.98,0.77,0.94,144
Mapa_classificação_contextual7X7_MPAD_145DP.tif,7,0.74,-10.67,6.2,0.68,0.97,0.55,0.21,0.98,0.77,0.94,145
Mapa_classificação_contextual7X7_MPAD_146DP.tif,7,0.74,-10.67,6.2,0.68,0.97,0.55,0.21,0.98,0.77,0.94,146
Mapa_classificação_contextual7X7_MPAD_147DP.tif,7,0.74,-10.79,6.05,0.68,0.97,0.54,0.21,0.98,0.77,0.94,147
Mapa_classificação_contextual7X7_MPAD_148DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,148
Mapa_classificação_contextual7X7_MPAD_149DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,149
Mapa_classificação_contextual7X7_MPAD_150DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,150
